critic,fresh,publication,quote,review_date,imdb,rtid,title
James Berardinelli,fresh,ReelViews,,2000-01-01,149151,13833,Still Crazy
Dennis Lim,none,Village Voice,,2000-01-01,149151,13833,Still Crazy
Edward Guthmann,fresh,San Francisco Chronicle,,2000-01-01,149151,13833,Still Crazy
,fresh,Entertainment Weekly,,1998-12-11,149151,13833,Still Crazy
David Rooney,none,Variety,,2009-09-16,112922,247545206,El día de la bestia
,none,Time Out,,2006-01-26,112922,247545206,El día de la bestia
Lawrence Van Gelder,none,New York Times,,2004-08-30,112922,247545206,El día de la bestia
Kevin Thomas,none,Los Angeles Times,,2001-02-14,112922,247545206,El día de la bestia
Edward Guthmann,none,San Francisco Chronicle,,2000-01-01,112922,247545206,El día de la bestia
Gary Dauphin,none,Village Voice,,2000-01-01,112922,247545206,El día de la bestia
Owen Gleiberman,fresh,Entertainment Weekly,,2011-09-07,160862,10696,She's All That
Godfrey Cheshire,rotten,Variety,She's All That feels like it could have been made by a team of septuagenarians from the glory days of American Intl. Pictures.,2007-08-07,160862,10696,She's All That
Lisa Alspector,fresh,Chicago Reader,"It's often impossible to distinguish what's meant to be cartoonish from what's meant to be dramatic, but the confusion seems appropriately adolescent.",2007-08-07,160862,10696,She's All That
Derek Adams,rotten,Time Out,A formula flick.,2006-02-09,160862,10696,She's All That
Rick Groen,rotten,Globe and Mail,A trite classic.,2002-03-22,160862,10696,She's All That
Justine Elias,rotten,Village Voice,"Only Prinze, who has the ethereal, gentlemanly quality of a young Anthony Perkins, gets enough screen time to really make an impression.",2000-01-01,160862,10696,She's All That
Mick LaSalle,rotten,San Francisco Chronicle,It's a pleasing but routine effort.,2000-01-01,160862,10696,She's All That
Paul Tatara,rotten,CNN.com,"Director Robert Iscove isn't really taxing his imagination, but that's probably just as well.",2000-01-01,160862,10696,She's All That
Roger Ebert,rotten,Chicago Sun-Times,"She's All That is not a great movie, but it has its moments.",2000-01-01,160862,10696,She's All That
Stephen Holden,rotten,New York Times,"She's All That is essentially a formulaic comedy, but it has enough glimmerings of originality and wit to make you wish it were much bolder and funnier than it turns out to be.",2000-01-01,160862,10696,She's All That
Susan Stark,rotten,Detroit News,,2000-01-01,160862,10696,She's All That
James Berardinelli,rotten,ReelViews,"To say this isn't original is to understate the matter. However, although it's questionable whether this story has ever been done well, that hasn't stopped filmmakers from repeatedly trying.",2000-01-01,160862,10696,She's All That
Mary Elizabeth Williams,fresh,Salon.com,"In the process of discovering each other, both Laney and Zack learn that it's as OK to change as it is to stay the same, perhaps even better.",2000-01-01,160862,10696,She's All That
,fresh,Entertainment Weekly,,1999-01-29,160862,10696,She's All That
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,138279,770737819,The 24 Hour Woman
Dennis Harvey,none,Variety,,2009-03-26,138279,770737819,The 24 Hour Woman
,fresh,Globe and Mail,,2002-03-22,138279,770737819,The 24 Hour Woman
Jack Mathews,none,Los Angeles Times,,2001-02-14,138279,770737819,The 24 Hour Woman
Bob Graham,none,San Francisco Chronicle,,2000-01-01,138279,770737819,The 24 Hour Woman
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,138279,770737819,The 24 Hour Woman
Amy Taubin,none,Village Voice,,2000-01-01,138279,770737819,The 24 Hour Woman
Janet Maslin,none,New York Times,,2000-01-01,138279,770737819,The 24 Hour Woman
James Berardinelli,fresh,ReelViews,,2000-01-01,138279,770737819,The 24 Hour Woman
Paul Tatara,none,CNN.com,,2000-01-01,138279,770737819,The 24 Hour Woman
,rotten,Entertainment Weekly,,1999-06-01,138279,770737819,The 24 Hour Woman
Owen Gleiberman,rotten,Entertainment Weekly,,2011-09-07,163984,16756,"Blood, Guts, Bullets and Octane"
,none,Houston Chronicle,,2005-07-21,163984,16756,"Blood, Guts, Bullets and Octane"
Kevin Thomas,none,Los Angeles Times,,2001-02-21,163984,16756,"Blood, Guts, Bullets and Octane"
Stephen Holden,none,New York Times,,2000-01-01,163984,16756,"Blood, Guts, Bullets and Octane"
Gary Dauphin,none,Village Voice,,2000-01-01,163984,16756,"Blood, Guts, Bullets and Octane"
James Berardinelli,rotten,ReelViews,,2000-01-01,163984,16756,"Blood, Guts, Bullets and Octane"
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,163984,16756,"Blood, Guts, Bullets and Octane"
,rotten,Entertainment Weekly,,1998-10-30,163984,16756,"Blood, Guts, Bullets and Octane"
Jami Bernard,fresh,New York Daily News,Michael Powell's Peeping Tom is the best movie ever made about the voyeuristic allure of making and watching movies.,2014-10-14,54167,19244,Peeping Tom
Kenneth Turan,fresh,Los Angeles Times,"Fear, as it turns out, is the most frightening thing in the world, and Peeping Tom makes us feel it palpably as few films have been able to do.",2013-10-05,54167,19244,Peeping Tom
Jay Boyar,fresh,Orlando Sentinel,"Peeping Tom reminds us of the scary, primitive power of movies by putting us, as viewers, in the position of its peeping protagonist. As the psychopath sets up his victims for the kill, we see them through his eyes.",2013-10-05,54167,19244,Peeping Tom
Michael Wilmington,fresh,Chicago Tribune,"It still packs a wallop. Maybe that's because, in cinema, we're all peeping toms. And the camera, in skillful hands, can be an exquisite instrument of terror.",2013-10-05,54167,19244,Peeping Tom
Variety Staff,rotten,Variety,"Stripped of its color and some excellent photography plus imaginative direction by Michael Powell, the plot itself would have emerged as a shoddy yarn.",2007-09-19,54167,19244,Peeping Tom
Dave Kehr,fresh,Chicago Reader,It's an understanding and at times even celebratory film -- attitudes that scandalized critics years ago and are still pretty potent today.,2007-09-19,54167,19244,Peeping Tom
Dave Calhoun,fresh,Time Out,"A Freudian script of notable maturity teases limitless implications from this premise, while maintaining a healthy sense of humour.",2006-06-24,54167,19244,Peeping Tom
Vincent Canby,rotten,New York Times,"Peeping Tom's rediscovery, I fear, tells us more about fads in film criticism than it does about art.",2005-05-09,54167,19244,Peeping Tom
Chris Vognar,fresh,Dallas Morning News,"Though it effectively ended Mr. Powell's career, Peeping Tom is now considered a once-forbidden classic, an audacious act of self-cannibalization in which cinema itself is a lethal weapon.",2003-05-01,54167,19244,Peeping Tom
J. Hoberman,fresh,Village Voice,The original first-person horror film.,2002-09-26,54167,19244,Peeping Tom
Edward Guthmann,fresh,San Francisco Chronicle,"Today, thanks largely to a 1980 revival engineered by Powell enthusiast and fellow director Martin Scorsese, Peeping Tom is rightly seen as a horror classic and sophisticated psychological journey.",2000-01-01,54167,19244,Peeping Tom
Roger Ebert,fresh,Chicago Sun-Times,"The movies make us into voyeurs. We sit in the dark, watching other people's lives. It is the bargain the cinema strikes with us, although most films are too well-behaved to mention it.",2000-01-01,54167,19244,Peeping Tom
,fresh,AV Club,,2012-04-27,120784,13475,Payback
,none,New York Times,,2012-04-27,120784,13475,Payback
Mark Holcomb,none,Village Voice,,2012-04-25,120784,13475,Payback
Rick Groen,fresh,Globe and Mail,,2012-03-16,120784,13475,Payback
Linda Barnard,fresh,Toronto Star,,2012-03-16,120784,13475,Payback
Duane Byrge,none,Hollywood Reporter,,2012-02-10,120784,13475,Payback
,none,Hollywood Reporter,,2012-01-26,120784,13475,Payback
Emanuel Levy,none,Variety,,2008-10-18,120784,13475,Payback
,none,Time Out,,2006-02-09,120784,13475,Payback
,none,Houston Chronicle,,2005-07-21,120784,13475,Payback
Jeff Strickler,fresh,Minneapolis Star Tribune,Demonstrates why Mel Gibson is a movie star: He can take mediocre material and through sheer willpower -- not to mention oodles of charm -- make it work.,2002-11-06,120784,13475,Payback
Mick LaSalle,fresh,San Francisco Chronicle,A higher class of thriller.,2002-06-18,120784,13475,Payback
Liam Lacey,rotten,Globe and Mail,"It quickly slides into a Lethal Weapon without Danny Glover, complete with blowups and wisecracks, gratuitous torture scenes and Gibson in familiar form as the twinkling rascal who makes a virtue out of viciousness.",2002-03-22,120784,13475,Payback
Peter Travers,rotten,Rolling Stone,"In the popcorn sense, it certainly delivers on mindless escapism. In the artistic sense, let's just say that Payback is a long way from Point Blank.",2001-05-11,120784,13475,Payback
Kenneth Turan,rotten,Los Angeles Times,"It's undone not so much by the shadow of Lee Marvin falling heavily on it (which it does) as by the twin obstacles of big star image and, more to the point, excessive violence.",2001-02-14,120784,13475,Payback
Susan Stark,rotten,Detroit News,"Sadly, though, Payback finally puts Gibson at the mercy of a torture and sadism sequence so attenuated and so painful to watch that it sabotages the picture's own quite solid instincts for theater, innovation and wit.",2000-01-01,120784,13475,Payback
Roger Ebert,fresh,Chicago Sun-Times,There is much cleverness and ingenuity in Payback.,2000-01-01,120784,13475,Payback
Paul Clinton (CNN.com),rotten,CNN.com,This film is riddled with cliches and impossible situations.,2000-01-01,120784,13475,Payback
Michael Wilmington,rotten,Chicago Tribune,"A mind-mangling disappointment, with a dopey sell-out ending.",2000-01-01,120784,13475,Payback
Jay Carr,rotten,Boston Globe,"Direction is choppy, the interplay between the characters is perfunctory, although not as perfunctory as the unearned ending.",2000-01-01,120784,13475,Payback
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,145893,12531,Simply Irresistible
Joe Leydon,none,Variety,,2009-03-31,145893,12531,Simply Irresistible
Derek Adams,none,Time Out,,2006-06-24,145893,12531,Simply Irresistible
,none,Houston Chronicle,,2005-07-21,145893,12531,Simply Irresistible
,rotten,Globe and Mail,,2002-03-22,145893,12531,Simply Irresistible
Susan Stark,rotten,Detroit News,,2000-01-01,145893,12531,Simply Irresistible
James Berardinelli,rotten,ReelViews,,2000-01-01,145893,12531,Simply Irresistible
Lawrence Van Gelder,none,New York Times,,2000-01-01,145893,12531,Simply Irresistible
Mick LaSalle,none,San Francisco Chronicle,,2000-01-01,145893,12531,Simply Irresistible
Mary Elizabeth Williams,none,Salon.com,,2000-01-01,145893,12531,Simply Irresistible
Justine Elias,none,Village Voice,,2000-01-01,145893,12531,Simply Irresistible
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,145893,12531,Simply Irresistible
,rotten,Entertainment Weekly,,1999-02-05,145893,12531,Simply Irresistible
Owen Gleiberman,rotten,Entertainment Weekly,,2011-09-07,138987,559550548,20 Dates
Leonard Klady,none,Variety,,2009-03-26,138987,559550548,20 Dates
Jeff Millar,rotten,Houston Chronicle,Berkowitz is a rather annoying person.,2005-07-21,138987,559550548,20 Dates
Liam Lacey,rotten,Globe and Mail,A chronicle of how aspiring American filmmaker Myles Berkowitz finally came up with an idea for selling a film: He'd combine his two areas of failure in life -- trying to break into movies and trying to find a girlfriend -- into one problem.,2002-03-19,138987,559550548,20 Dates
Justine Elias,rotten,Village Voice,"Like an obnoxious four-year-old who believes everything he does is fascinating and adorable, filmmaker Myles Berkowitz likes to announce, at the very start of a first date, that certain foods cause him to suffer from diarrhea or constipation.",2000-01-01,138987,559550548,20 Dates
James Berardinelli,rotten,ReelViews,"Berkowitz went to great trouble to stage, edit, and control certain aspects of his film so that it has a formulaic dramatic structure; one wonders why he didn't make the effort to present himself as a likable human being.",2000-01-01,138987,559550548,20 Dates
Paul Tatara,rotten,CNN.com,"What's so disagreeable about Berkowitz is that he seems to think that his natural tendency towards egotistical self-promotion is an adorable quirk, something that you should be completely taken with even as it makes your skin crawl.",2000-01-01,138987,559550548,20 Dates
Jonathan Rosenbaum,rotten,Chicago Reader,"20 Dates may be unpleasant to watch, but despite Berkowitz's icky manners and unwinning calculations, he does find true love.",2000-01-01,138987,559550548,20 Dates
Roger Ebert,rotten,Chicago Sun-Times,The film has the obnoxious tone of a boring home movie narrated by a guy shouting in your ear.,2000-01-01,138987,559550548,20 Dates
Mick LaSalle,rotten,San Francisco Chronicle,One of the downsides of living in a free society is that every so often someone like Myles Berkowitz gets hold of a camera.,2000-01-01,138987,559550548,20 Dates
Janet Maslin,rotten,New York Times,"Whenever 20 Dates begins to establish a playful mood, it's liable to do something to make you squirm.",2000-01-01,138987,559550548,20 Dates
,rotten,Entertainment Weekly,,1800-01-01,138987,559550548,20 Dates
Lisa Schwarzbaum,fresh,Entertainment Weekly,,2011-09-07,128133,14288,Comedian Harmonists
Derek Elley,none,Variety,,2009-03-26,128133,14288,Comedian Harmonists
,none,Time Out,,2006-02-09,128133,14288,Comedian Harmonists
,none,Houston Chronicle,,2005-07-21,128133,14288,Comedian Harmonists
Liam Lacey,rotten,Globe and Mail,"The movie is history as kitsch, not quite on the Life is Beautiful level of manipulation, but clumsy.",2002-03-19,128133,14288,Comedian Harmonists
Peter Rainer,fresh,New York Magazine/Vulture,"The story of the Comedian Harmonists, who brought to the waning days of Weimar a bubbly frivolity, is a rich one. Rich enough to keep you watching and wanting to know more.",2000-01-01,128133,14288,Comedian Harmonists
Peter Stack,fresh,San Francisco Chronicle,A glorious surprise.,2000-01-01,128133,14288,Comedian Harmonists
J. Hoberman,rotten,Village Voice,"Performances aside, the movie is dull and perfunctory.",2000-01-01,128133,14288,Comedian Harmonists
Lawrence Van Gelder,fresh,New York Times,"The film is filled with stylish renditions of lively, funny and sentimental songs.",2000-01-01,128133,14288,Comedian Harmonists
Susan Stark,fresh,Detroit News,"A true story from the Nazi era, it deftly fuses politics and show business.",2000-01-01,128133,14288,Comedian Harmonists
James Berardinelli,fresh,ReelViews,"Only when we delve deeper into the material does it become apparent that the director has a more ambitious agenda, and that agenda makes The Harmonists a satisfying experience.",2000-01-01,128133,14288,Comedian Harmonists
Stanley Kauffmann,fresh,The New Republic,"As director, Vilsmaier again has a firm grip on tone and pace.",2000-01-01,128133,14288,Comedian Harmonists
Roger Ebert,fresh,Chicago Sun-Times,"Given the suffering created by the Nazis, the fate of the Harmonists ranks low on the scale. But as one of the countless little stories that add up to the plague of Nazism, they deserve an entry in the chronicle of despair.",2000-01-01,128133,14288,Comedian Harmonists
,fresh,Entertainment Weekly,,1999-02-13,128133,14288,Comedian Harmonists
Dave Calhoun,none,Time Out New York,,2007-08-16,403217,12868,Last Days
,none,AV Club,,2005-09-26,403217,12868,Last Days
Rene Rodriguez,rotten,Miami Herald,"Van Sant's refusal to delve into his subject in anything but an abstract way renders the movie pointless and frustrating -- a lyrical, lovely tone poem, signifying little.",2005-09-09,403217,12868,Last Days
,none,Time Out,,2005-09-01,403217,12868,Last Days
,none,St. Louis Post-Dispatch,,2005-08-27,403217,12868,Last Days
Jonathan Rosenbaum,rotten,Chicago Reader,"A film about a junkie rock musician, played by Michael Pitt at his most narcissistic, doing nothing in particular for the better part of 97 minutes isn't my idea of either a good time or a serious endeavor.",2005-08-13,403217,12868,Last Days
Carrie Rickey,rotten,Philadelphia Inquirer,"While Last Days succeeds as a nature documentary, Van Sant fails to penetrate human nature. The result is a portrait without a face.",2005-08-12,403217,12868,Last Days
Terry Lawson,fresh,Detroit Free Press,"Last Days will cast a poetic spell on some viewers, as it did this one, and will seem mind-sappingly boring to others.",2005-08-12,403217,12868,Last Days
Ty Burr,fresh,Boston Globe,"Last Days is director Gus Van Sant's meditation on the death of Kurt Cobain, and an extraordinary meditation it is.",2005-08-12,403217,12868,Last Days
Peter Howell,fresh,Toronto Star,"Last Days offers some insight into Cobain's final frame of mind, but balks at the gates of deeper truth.",2005-08-12,403217,12868,Last Days
Rick Groen,fresh,Globe and Mail,Gus Van Sant ventures into the valley of death steering by an idiosyncratic compass and forsaking the aid of a conventional cinematic map.,2005-08-12,403217,12868,Last Days
Tom Long,rotten,Detroit News,It's all terribly self-conscious and desperately arty and fairly bad.,2005-08-12,403217,12868,Last Days
Steve Murray,fresh,Atlanta Journal-Constitution,"Shot in long, single takes, the movie willfully tests your patience. You wish it would hurry up. Yet when it ends, it haunts you for a few days. (Well, me anyway.)",2005-08-11,403217,12868,Last Days
Tom Maurstad,fresh,Dallas Morning News,"This movie, depending on what you do with it, can be boring, brilliant or both.",2005-08-11,403217,12868,Last Days
Bill Muller,rotten,Arizona Republic,"If you're going to make a movie about Kurt Cobain, you might as well make a movie about Kurt Cobain.",2005-08-11,403217,12868,Last Days
Michael Wilmington,fresh,Chicago Tribune,"Van Sant uses Cobain's image for a portrait of physical and moral disintegration, but he also exhilarates us with his mastery of image and sound.",2005-08-11,403217,12868,Last Days
Jeff Strickler,rotten,Minneapolis Star Tribune,"Sometimes we see Blake through the window, but, as he moves around the room, often we see nothing but the far wall. Depending on your perspective, this is either incredibly gutsy or incredibly boring.",2005-08-11,403217,12868,Last Days
Roger Ebert,fresh,Chicago Sun-Times,"Last Days is a definitive record of death by gradual drug exhaustion. After the chills and thrills of Sid & Nancy and The Doors, here is a movie that sees how addicts usually die, not with a bang but a whimper.",2005-08-11,403217,12868,Last Days
Lisa Kennedy,fresh,Denver Post,"In putting the onus for meaning on viewers, Van Sant has pinned the film's success to our subjectivity. It might not guarantee fondness. Yet what an extraordinary collaboration it makes.",2005-08-05,403217,12868,Last Days
Ann Hornaday,fresh,Washington Post,"Last Days leaves a haunting impression of a man who, even at the height of his fame and adulation, was hiding in plain sight.",2005-08-05,403217,12868,Last Days
Don Druker,rotten,Chicago Reader,The film has a flat quality that cannot entirely be overcome by the sensational animation and the obvious good intentions of its creators.,2008-09-09,70544,12113,La planète sauvage
,fresh,Time Out,"Roland Topor's graphics create a world reminiscent of two of the greatest artists of the fantastic, Bosch and Odilon Redon.",2006-01-26,70544,12113,La planète sauvage
Howard Thompson,fresh,New York Times,"For original, thoughtful, often strong (but tasteful) animation, I recommend Fantastic Planet for family viewing.",2005-05-09,70544,12113,La planète sauvage
Gary Dauphin,fresh,Village Voice,"It's not every fancifully encoded cautionary tale that can survive the demise of its historical villains, and it's not every stoner midnight movie that can stand a second viewing in the sober light of day.",2000-01-01,70544,12113,La planète sauvage
Desson Thomson,rotten,Washington Post,Blast From the Past saves its best for first.,2014-03-21,124298,10388,Blast from the Past
John Hartl,fresh,Seattle Times,"Fraser is the sweet, goofy engine that drives this movie. The script doesn't do enough with his reactions to a world that bears little relation to the Cold War planet Adam has been told about, but Fraser still manages to suggest volumes.",2014-03-21,124298,10388,Blast from the Past
Carrie Rickey,rotten,Philadelphia Inquirer,"Garish and not funny enough, Wilson's shapeless satire plods on, squandering its nice premise and its appealing actors. Miraculously, Fraser has a force field around him and manages to radiate energy in this comic black hole.",2014-03-21,124298,10388,Blast from the Past
Jonathan Foreman,fresh,New York Post,"Thanks to a clever script, tight direction, a first-rate cast and the dynamite combination of Brendan Fraser and Alicia Silverstone, Blast from the Past blows away the recent crop of romantic comedies.",2014-03-21,124298,10388,Blast from the Past
Mark Caro,rotten,Chicago Tribune,"That's a relatively clever set-up for what's become a familiar genre: the time-displacement comedy, in which we get a kick out of viewing our era through another era's eyes. But this movie's eyes, Adam's, are awfully twinkly and not too focused.",2014-03-21,124298,10388,Blast from the Past
Joe Morgenstern,rotten,Wall Street Journal,"Unfortunately Mr. Fraser comes off as a forlorn, outsize Pee Wee Herman.",2014-03-21,124298,10388,Blast from the Past
Rita Kempley,rotten,Washington Post,"The 40-minute setup is deliciously nutty, with eccentric turns from Walken and Spacek. But the longer Adam remains above ground, the more plodding and predictable the scenario becomes.",2014-03-21,124298,10388,Blast from the Past
Robert Dominguez,rotten,New York Daily News,"Despite its original concept, the movie loses much of its socially satiric edge once Fraser emerges from his underground bunker and starts wooing Silverstone.",2014-03-21,124298,10388,Blast from the Past
Peter Travers,fresh,Rolling Stone,Blast From the Past doesn't overtax Fraser's abilities -- the film is only a sweet comic confection -- but director and co-writer Hugh Wilson does rely on a rare quality that Fraser has in spades: charm.,2014-03-21,124298,10388,Blast from the Past
Lisa Alspector,rotten,Chicago Reader,A stretched-out anecdote.,2014-03-21,124298,10388,Blast from the Past
Jay Boyar,fresh,Orlando Sentinel,"Blast From the Past has a sweet, joyful spirit and some fun performances.",2014-03-21,124298,10388,Blast from the Past
Keith Phipps,rotten,AV Club,"There's something a little bit creepy and Dole-like about the notion that 35 years ago, everything was good and pure and right (except for that whole Cold War mess), while today, everything has become debased and confusing.",2014-03-21,124298,10388,Blast from the Past
Lisa Schwarzbaum,fresh,Entertainment Weekly,"What's good in Blast From the Past is so inventive and what's bad is so blinkered that the best way to describe this fascinating, failed romantic comedy may be as a movie blown to hell.",2011-09-07,124298,10388,Blast from the Past
Dennis Harvey,rotten,Variety,"Director/co-scenarist Hugh Wilson does acceptable work here, yet the concept's myriad possibilities for satirical and fairy-tale riffing go untapped.",2010-07-07,124298,10388,Blast from the Past
,fresh,Time Out,The broad obvious jokes are generally tossed away with a panache that might be mistaken for subtlety; the performances are affable; and there's even the odd surprise along the way.,2006-02-09,124298,10388,Blast from the Past
Pamela Mitchell,rotten,Houston Chronicle,"Blast From the Past is a cute little movie until it comes out of its bomb shelter, and then it turns distressingly stale right before our eyes.",2005-07-21,124298,10388,Blast from the Past
Kenneth Turan,fresh,Los Angeles Times,"In Fraser's hands, Adam's bottomless, puppy-like demeanor is a pleasure to experience.",2001-02-14,124298,10388,Blast from the Past
Susan Stark,rotten,Detroit News,,2000-01-01,124298,10388,Blast from the Past
Paul Clinton (CNN.com),fresh,CNN.com,Blast from the Past is a sweet-natured comedy that is worth seeing.,2000-01-01,124298,10388,Blast from the Past
Roger Ebert,fresh,Chicago Sun-Times,"The movie is funny and entertaining in all the usual ways, yes, but I was grateful that it tried for more: that it was actually about something, that it had an original premise, that it used satire and irony and had sly undercurrents.",2000-01-01,124298,10388,Blast from the Past
Owen Gleiberman,fresh,Entertainment Weekly,,2011-09-07,139462,10338,Message in a Bottle
Todd McCarthy,none,Variety,,2008-09-24,139462,10338,Message in a Bottle
Derek Adams,none,Time Out,,2006-06-24,139462,10338,Message in a Bottle
,none,Houston Chronicle,,2005-07-21,139462,10338,Message in a Bottle
Jeff Strickler,none,Minneapolis Star Tribune,,2002-11-06,139462,10338,Message in a Bottle
,rotten,Globe and Mail,,2002-03-22,139462,10338,Message in a Bottle
Peter Travers,none,Rolling Stone,,2001-05-11,139462,10338,Message in a Bottle
Kenneth Turan,none,Los Angeles Times,,2001-02-14,139462,10338,Message in a Bottle
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,139462,10338,Message in a Bottle
Mick LaSalle,none,San Francisco Chronicle,,2000-01-01,139462,10338,Message in a Bottle
James Berardinelli,fresh,ReelViews,,2000-01-01,139462,10338,Message in a Bottle
Jessica Winter,none,Village Voice,,2000-01-01,139462,10338,Message in a Bottle
Susan Stark,fresh,Detroit News,,2000-01-01,139462,10338,Message in a Bottle
Janet Maslin,none,New York Times,,2000-01-01,139462,10338,Message in a Bottle
Stanley Kauffmann,none,The New Republic,,2000-01-01,139462,10338,Message in a Bottle
Paul Tatara,none,CNN.com,,2000-01-01,139462,10338,Message in a Bottle
,fresh,Entertainment Weekly,,1999-02-12,139462,10338,Message in a Bottle
Dennis Harvey,none,Variety,,2009-03-26,119207,11584,"God Said, 'Ha!'"
,fresh,Entertainment Weekly,,2008-12-17,119207,11584,"God Said, 'Ha!'"
Andrew Sarris,none,New York Observer,,2007-04-27,119207,11584,"God Said, 'Ha!'"
Emanuel Levy,fresh,Variety,Julia Sweeney delivers an extended monologue that's so exquisitely written and so emotionally touching that she manages the near-impossible task of captivating the audience for 85 minutes with quite a demanding material.,2006-08-17,119207,11584,"God Said, 'Ha!'"
,fresh,Globe and Mail,,2002-03-19,119207,11584,"God Said, 'Ha!'"
,none,Los Angeles Times,,2001-02-14,119207,11584,"God Said, 'Ha!'"
James Berardinelli,fresh,ReelViews,,2000-01-01,119207,11584,"God Said, 'Ha!'"
,none,New York Times,,2000-01-01,119207,11584,"God Said, 'Ha!'"
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,119207,11584,"God Said, 'Ha!'"
Edward Guthmann,none,San Francisco Chronicle,,2000-01-01,119207,11584,"God Said, 'Ha!'"
Susan Stark,rotten,Detroit News,,2007-03-10,155776,14304,Jawbreaker
Lisa Alspector,rotten,Chicago Reader,"Lame shock scenes, crucial plot points inserted without setups, and an unsuccessful attempt to exploit the camp value of some actors cast in minor parts are the least of the problems in this black comedy.",2007-02-28,155776,14304,Jawbreaker
Jeff Millar,rotten,Houston Chronicle,"The producers of this film, which depicts teen-age girls as an assemblage of negative stereotypes, are female. Can females practice misogyny?",2005-07-21,155776,14304,Jawbreaker
Dennis Lim,rotten,Village Voice,"Only the soundtrack (the Donnas, Imperial Teen) and the irrepressible McGowan make it fractionally more bearable.",2002-11-07,155776,14304,Jawbreaker
Chris Vognar,rotten,Dallas Morning News,"It's a tired lousy movie, a terrible twosome that deserves your heartfelt indifference.",2002-11-06,155776,14304,Jawbreaker
Liam Lacey,rotten,Globe and Mail,"Not quite a satire, not quite an homage, Jawbreaker falls into a third category: audaciously unoriginal.",2002-03-22,155776,14304,Jawbreaker
Janet Maslin,rotten,New York Times,Not enough here that's new.,2000-01-01,155776,14304,Jawbreaker
Owen Gleiberman,rotten,Entertainment Weekly,A synthetic yet shrill sadomasochistic cartoon!,2000-01-01,155776,14304,Jawbreaker
James Berardinelli,rotten,ReelViews,"Fun at the start, but can turn into a chore to complete.",2000-01-01,155776,14304,Jawbreaker
Mark Caro,rotten,Chicago Tribune,Not particularly funny or trenchant.,2000-01-01,155776,14304,Jawbreaker
Emanuel Levy,rotten,Variety,"Imitative of Heathers, but not nearly as witty or engaging.",2000-01-01,155776,14304,Jawbreaker
Mary Elizabeth Williams,rotten,Salon.com,"Jawbreaker may promise a series of gleefully cheap thrills, but in the end all it delivers is a whole lot of bad taste.",2000-01-01,155776,14304,Jawbreaker
Desson Thomson,rotten,Washington Post,"Why sit through a lesser imitation, when you could just rent Heathers and those other movies for a far more enjoyable time?",2000-01-01,155776,14304,Jawbreaker
Roger Ebert,rotten,Chicago Sun-Times,A slick production of a lame script!,2000-01-01,155776,14304,Jawbreaker
Paul Tatara,rotten,CNN.com,The worst movie I've seen in 1999.,2000-01-01,155776,14304,Jawbreaker
Ernest Hardy,rotten,Film.com,"One-liners tumble over one another, dulling their own impact. Plot points hurl from the screen with velocity, but fizzle from a lack of inspiration.",2000-01-01,155776,14304,Jawbreaker
Mick LaSalle,rotten,San Francisco Chronicle,The lowest piece of garbage to hit screens in months.,2000-01-01,155776,14304,Jawbreaker
Kevin Maynard,rotten,Mr. Showbiz,"Director Darren Stein is so busy throwing in pop icons and arch, self-conscious references to the high-school-is-hell subgenre that he forgets to craft an original black comedy.",2000-01-01,155776,14304,Jawbreaker
Lisa Schwarzbaum,fresh,Entertainment Weekly,,2011-09-07,132477,10995,October Sky
Trevor Johnston,fresh,Time Out,"The TV movie subject matter is infused with genuine feeling for the value of learning as a passport to freedom, and an authentic regard for the honest graft of working men.",2006-01-26,132477,10995,October Sky
,fresh,Globe and Mail,,2002-03-22,132477,10995,October Sky
Gary Dauphin,fresh,Village Voice,"A professionally crafted family film that reserves all its challenging moments for its characters, letting the audience bask comfortably in the approach of a predetermined warm and fuzzy ending.",2000-01-01,132477,10995,October Sky
Joe Leydon,fresh,Variety,Immensely entertaining and unabashedly inspirational!,2000-01-01,132477,10995,October Sky
Michael Wilmington,fresh,Chicago Tribune,One of the best in recent years!,2000-01-01,132477,10995,October Sky
Janet Maslin,rotten,New York Times,"As adapted by Lewis Colick, the screenplay shifts busily among the boys' rocket exploits, Homer's family, conditions at the mine and the influence of a dedicated science teacher, but each of these subplots plays out in familiar ways.",2000-01-01,132477,10995,October Sky
Peter Stack,fresh,San Francisco Chronicle,"Sweetness is too rare in movies these days, so audiences can feel lucky about the earnest dose of it in October Sky. This film is family.",2000-01-01,132477,10995,October Sky
Desson Thomson,rotten,Washington Post,Another Universal Pictures paint-by-numbers feel-gooder!,2000-01-01,132477,10995,October Sky
James Berardinelli,fresh,ReelViews,"Believable, subtle, and consistently intelligent!",2000-01-01,132477,10995,October Sky
Susan Stark,fresh,Detroit News,"It is a film that treats its teen-aged hero and his pals as distinctive, sentient human beings.",2000-01-01,132477,10995,October Sky
